Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,C,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,C,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,"2,501","ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,"1,120","ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,781,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,208,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,C,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,600,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,501","ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,535,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,889,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,"1,077","ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"765,100","ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,C,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,126,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,C,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,C,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,C,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,C,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 3,CC71,Primary Metal and Metal Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,21,"ANZSIC06 groups C211, C212, C213, and C214"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,"7,172","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,489,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"6,620","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,13,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,23,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,28,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"6,609","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,56,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,22,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,165,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,597","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,342,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"4,399","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,28,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,584,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,610,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,589,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,"4,523","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,"2,606","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,083","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,261,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,77,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,834,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"4,523","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,054","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,"1,625","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,845,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"280,800","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"23,100","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,160,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,123,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,30,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,29,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,13,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 4,CC721,Fabricated Metal Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,45,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,"7,172","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,489,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"6,620","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,13,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,23,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,28,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"6,609","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,56,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,22,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,165,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,597","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,342,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"4,399","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,28,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,584,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,610,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,589,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,"4,523","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,"2,606","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,083","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,261,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,77,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,834,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"4,523","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,054","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,"1,625","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,845,"ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"280,800","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"23,100","ANZSIC06 groups C221, C222, C223, C224, and C229"
2020,Level 3,CC72,Fabricated Metal Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,160,"ANZSIC06 groups C221, C222, C223, C224, and C229"
